# generated by the lemma-pair-classification workflow (sonnet): candidate id pairs
# classified as one lexeme (same: mutation/spelling/suffix variants) or distinct words.
# The Cregeen equivalence layer seed - human-skim, then adopt (destination: cregeen-nvh,
# beside lemma-overrides.nvh/lemma-paradigms.nvh). Consumed by AdjudicationExporter
# via LEMMA_EQUIVALENCES_TSV: 'same' pairs collapse into one adjudication group.
chleiy.v	cleiy.n	same	dug/dig, same verb [id rekeyed to the regenerated table 2026-07-31]
chleragh.n	cleragh.n	same	lenited pair, cleric
chleuin.n	cleuin.n	same	lenited pair, son-in-law
chleuinys.n	cleuinys.n	same	lenited pair, relationship by marriage
chliaght.v	chliaghtey.n	same	custom/accustom verb and noun form
chliaght.v	cliaghtey.v	same	custom/accustom family
chliaghtey.n	cliaghtey.v	distinct	chliaghtey.n is "yn chliaghtey" s. "the custom, habit, or practice", the mutated NOUN cliaghtey s. m. "practice, habit, custom, fashion" (proper target cliaghtey.n), while cliaghtey.v is the separate verb entry (C-161). [cross-POS audit 2026-07-30]
chlienney.a	clienney.a	same	lenited pair, of children
chlin.v	clin.v	same	heard, cluinn(hear) preterite family
chlioagagh.n	clioagagh.n	same	lenited pair, bulrushes
chlo.v	clo.v	same	lenited pair, drive
chloaie.a	cloaie.a	same	lenited pair, of stone
chloan.n	cloan.n	same	lenited pair, children/family
chloghey.v	cloghey.v	same	lenited pair, bait/chase [id rekeyed to the regenerated table 2026-07-31]
chloie.v	cloie.n	same	played/act, same play word
chlooid.n	clooid.n	same	lenited pair, clout/duster
chlooie.x	clooie.n	same	lenited pair, down/feather
chluin.v	cluin.x	same	cluinn(hear) family, lenited
choad.v	coad.v	same	coad=protect, choad=did protect/kept
choadee.a	coadee.a	same	lenited pair, covered/of protection
choadey.n	coadey.n	same	lenited pair, protection
choair.x	coair.x	same	lenited pair, near/towards
choamr.v	coamree.x	same	choamree=cover/clothe verb form
choamrey.n	coamrey.n	same	lenited pair, clothes
choan.n	coan.n	same	lenited pair, Hollow place name
choar.n	coar.a	distinct	choar.n is 'yn choar' the twister (C-188, radical coar s.f. 'a twister'), but coar.a is the adjective 'agreeable, sociable, civil, indulgent' (C-187); two distinct printed coar lexemes. [cross-POS audit 2026-07-30]
choard.v	coard.v	same	lenited pair, agreed/covenanted
choardail.n	coardail.v	same	lenited pair, agreement
choau.n	coau.n	same	lenited pair, chaff/stubble
choayl.n	coayl.n	same	lenited pair, lose
choayr.n	coayr.a	distinct	choayr.n is yn choayr "the bittern" (bird noun, family C-194), but coayr.a is the adjective coayr "odd" (Num. iii. 48, family C-193); two unrelated lexemes. [cross-POS audit 2026-07-30]
choigee.n	coigee.n	same	lenited pair, loom
choirrey.n	coirrey.n	same	lenited pair, boiler/cauldron
cholbagh.n	colbagh.n	same	lenited pair, heifer
chollagh.n	collagh.n	same	yn chollagh=the stallion, male-animal root
cholloo.n	colloo.n	same	lenited pair, Calf of Mann
chombaas.v	combaase.n	same	lenited variant, compass/detour [id rekeyed to the regenerated table 2026-07-31]
chommeeys.n	commeeys.n	same	lenited pair, communion/league
chonaant.n	conaant.n	same	yn chonaant=the covenant, matches
chonning.n	conning.n	same	lenited pair, rabbit
chonvayrt.n	convayrt.n	same	lenited pair, carcase/corpse
choo.n	coo.n	same	yn choo=the greyhound, matches coo
chooag.n	cooag.n	same	lenited pair, cuckoo
chood.v	choodagh.n	same	cover-verb and cover-noun, same root
chood.v	choodee.a	same	cover family, same root
chood.v	coodagh.n	distinct	chood.v is chood v. "did cover", past of the verb cood "cover" (C-232), while coodagh.n is the NOUN coodagh s. m. "a covering"; verb and derived noun are different entries/lexemes. [cross-POS audit 2026-07-30]
chood.v	coodee.x	same	cover family, lenited
choodagh.n	coodagh.n	same	lenited pair, cover/covering
choodee.a	coodee.x	same	lenited pair, covered/covering
chooid.n	cooid.n	same	lenited pair, goods/assets
chooidsave.v	cooidsave.a	same	lenited pair, vouchsafe
chooilleen.v	chooilleeney.n	same	fulfil verb and verbal-noun form
chooilleen.v	cooilleen.n	same	fulfil/accomplish family, lenited
chooilleen.v	cooilleeney.v	same	fulfil/achieve family, lenited
chooilleeney.n	cooilleeney.v	distinct	chooilleeney.n is "e chooilleeney" s. "his fulfilment, his revenge", the mutated NOUN cooilleeney s. m. "fulfilment, revenge" (proper target cooilleeney.n), while cooilleeney.v is the verb entry "fulfilling, performing, recompensing" (C-238). [cross-POS audit 2026-07-30]
chooilley.x	dy-chooilley.a	same	chooilley(all) embedded in dy-chooilley(every)
chooin.v	cooin.n	same	lenited pair, help
chooinaght.v	cooinaght.v	same	lenited pair, memorial/commemoration
chooinaghtyn.v	cooinaghtyn.v	same	lenited pair, remember/memory
chooinsheanse.n	cooinsheanse.n	same	lenited pair, conscience
chooish.n	cooish.n	same	lenited pair, affair/business
choolley.n	coolley.n	same	yn choolley=door leaf/valve, matches
choon.v	coon.a	distinct	choon.v is choon "did help, aid, assist" (preterite of coon v. 'help', family C-246), but coon.a is coon "narrow, not wide" (a., family C-245); help verb conflated with the narrow adjective. [cross-POS audit 2026-07-30]
chooney.n	cooney.a	distinct	chooney.n is 'yn chooney' = 'the help, aid, assistance' (C-246, lenition of cooney s.m. 'help'), but cooney.a is the printed cooney a. pl. 'narrow, strait' (C-245, plural of coon); help-noun and narrow-adjective are unrelated lexemes. [cross-POS audit 2026-07-30]
chooneyder.n	cooneyder.n	same	lenited pair, helper/assistant
choonlagh.n	coonlagh.n	same	lenited pair, straw/bedding
choonlee.a	coonlee.a	same	lenited pair, of straw
choonrey.v	coonrey.x	same	lenited pair, barter/change
choont.v	coont.v	same	lenited pair, counted
choontey.v	coontey.x	same	lenited pair, account/bill
choorse.n	coorse.n	same	lenited pair, course/career
chooyl.n	cooyl.n	same	lenited pair, behind/back
chooyl.x	cooyl.n	same	lenited pair, behind/back
choraa.n	coraa.n	same	lenited pair, voice/communication
chord.n	coyrd.n	same	ch-mutation matches coyrd cord/rope
chorm.v	corrym.a	unsure	stem mismatch, chorm meaning unclear
chorneil.n	corneil.n	same	corner, exact stem match
chorneilagh.a	corneilagh.a	same	cornered adj, exact stem match
chorp.n	corp.n	same	body, exact stem match
chorran.n	corran.n	same	sickle/Leo, exact stem match
chorree.n	corree.n	same	anger, exact stem match
chorrey.a	correy.a	same	sown/shot, exact stem match
chorreyder.n	correyder.n	same	grower agent noun of correy
chorvaal.x	corvaal.n	same	chaos, exact stem match
choshee.n	coshee.n	same	pedestrian, exact stem match
chosheeaght.n	cosheeaght.n	same	gait, exact stem match
chosn.v	cosn.v	same	gained, exact stem match
chosn.v	cosne.x	same	cosney polysemy covers gain/depart
chosney.v	cosney.v	same	win/gain/flee matches acquire/earn
chost.v	cost.v	same	cost, gloss matches directly
chouch.n	couch.n	same	coach, exact stem match
chour.x	cour.x	same	for him vs for, compatible
chouyr.n	couyr.n	same	help/cure, exact stem match
chowr.v	chowree.n	unsure	both empty gloss, unclear relation
chowr.v	cowree.a	distinct	chowr stem doesn't match cowree
chowree.n	cowree.a	distinct	chowree.n is "yn chowree" "the sowins" (cowree s. f. "sowins, flummery", C-281, proper target cowree.n), while cowree.a is cowree a. d. "of a mark or marks, or signifying", the genitive of cowrey "mark" (C-280). [cross-POS audit 2026-07-30]
chowrey.n	cowrey.n	same	mark/token, exact stem match
chowryn.n	cowryn.n	same	chattels, exact stem match
choyrl.v	choyrlee.a	same	advise root plus suffix
choyrl.v	coyrl.v	same	counsel theme, exact stem match
choyrl.v	coyrlee.a	same	advise/exhort, same word family [id rekeyed to the regenerated table 2026-07-31]
choyrle.n	coyrle.n	same	advice, exact stem match
choyrlee.a	coyrlee.a	same	advise/exhort, exact stem match [id rekeyed to the regenerated table 2026-07-31]
choyrleyder.n	coyrleyder.n	same	adviser, exact stem match
choyrt.v	coyrt.v	same	give/bring/convey, compatible
chrackan.n	crackan.n	same	skin/hide, gloss matches
chraghey.v	craghey.v	same	prey/depredate, compatible
chragheyder.n	cragheyder.n	same	looter agent noun
chraid.n	craid.n	same	mock/derision, compatible
chraid.v	craid.n	distinct	chraid.v is chraid "did mock, deride" (preterite of the separate craid v. "mock, scoff" entry, id craid.v), but craid.n is the noun craid "mockery, scoffery, irony" (s.f.); verb form attached to the noun entry. [cross-POS audit 2026-07-30]
chraidey.v	craidey.v	same	jeering, matches mock theme
chraie.a	craie.a	same	earthen adj, exact stem match
chraitnag.n	craitnag.n	same	bat, exact stem match
chrammag.n	crammag.n	same	place-name Little Hill
chramp.n	cramp.a	distinct	chramp.n is 'yn chramp' = 'the plague' (C-295, lenition of cramp s.m. 'plague'), but cramp.a is the printed cramp a. 'intricate, complicated' (C-294); plague-noun and intricate-adjective are different lexemes. [cross-POS audit 2026-07-30]
chratch.n	cratch.n	same	manger/rack, exact stem match
chraue.n	craue.n	same	bone, exact stem match
chraueeaght.n	craueeaght.n	same	devoutness, exact stem match
chray.n	cray.n	same	clay, gloss matches directly
chrea.n	crea.n	same	creed/tenet, gloss matches
chreagh.n	creagh.n	same	furrow/stack, exact stem match
chreck.v	creck.v	same	sold/sale, compatible
chreckeyder.n	creckeyder.n	same	seller agent noun
chred.v	cred.v	same	believed/creed, compatible
chred.v	creid.x	same	believe root, spelling variant
chred.v	kred.n	distinct	chred.v is 'did believe or believed' (C-313, past of cred 'believe, give credit'), but kred.n is 'a grunt, a hem, the act of discharging the breath with force' s.m. (K-105), whose mutated form is 'yn chred'; 'creed' is a hallucination. [cross-POS audit 2026-07-30]
chredjal.v	credjal.v	same	believe, gloss matches exactly
chredjuagh.n	credjuagh.n	same	believer, exact stem match
chredjue.n	credjue.n	same	belief, exact stem match
chree.n	cree.n	same	heart, vocative vs core senses
chreeagh.a	creeagh.a	same	boundary, exact stem match
chreear.n	creear.n	same	sieve, exact stem match
chreear.v	creear.n	same	sieve, exact stem match
chreearey.v	creearey.v	same	sieve/pan, compatible
chreen.v	creen.a	distinct	chreen.v is chreen "did ripen, &c." (preterite of the separate creen v. "wither, ripen" entry, id creen.v), but creen.a is the adjective creen "ripe, withered"; verb form attached to the adjective entry. [cross-POS audit 2026-07-30]
chreenaght.n	creenaght.n	same	wisdom, exact stem match
chreestee.n	creestee.n	same	Christian, exact stem match
chreesteeaght.n	creesteeaght.n	same	Eucharist/Communion, compatible
chreestiaght.n	creestiaght.n	same	Christianity, compatible
chreg.n	creg.n	same	rock, exact stem match
chreiu.v	creiu.v	same	ruin, exact stem match
chreogh.x	creoï.a	same	hard adj, old spelling variant
chretoor.n	cretoor.n	same	creature, exact stem match
chrink.n	crink.n	same	hills, exact stem match
chrink.n	croink.n	same	hills, spelling variant of crink [id rekeyed to the regenerated table 2026-07-31]
chrink.n	krink.n	distinct	hills vs knight, different words
chriy.n	criy.n	same	gibbet, exact stem match
chroagane.n	croagane.n	same	hook, exact stem match
chrockan.n	crockan.n	same	jar, exact stem match
chrogh.v	crogh.v	same	hang/crucifix, compatible
chroghey.v	croghey.v	same	hang/cling, compatible
chron.x	chronn.v	distinct	single vs double n, different words
chron.x	croan.n	distinct	blemish vs mast, different words
chron.x	cron.n	same	blemish, exact stem match [id rekeyed to the regenerated table 2026-07-31]
chronn.v	cron.n	distinct	double-n chronn not cron's match [id rekeyed to the regenerated table 2026-07-31]
chronn.v	cronn.v	same	exact double-n stem match
chronnaghey.v	cronnaghey.v	same	determine/detect, exact stem
chronney.n	cronney.n	same	fate/portion, exact stem match
chront.v	cront.n	distinct	chront.v is 'did knot' (C-350), past of the verb cront 'knot' whose own id cront.v exists; cront.n is the noun 'a knot'; 'predicament' appears nowhere in either entry. [cross-POS audit 2026-07-30]
chroo.n	croo.n	same	create/form, compatible
chroo.v	croo.n	same	create/form, compatible
chrosh.n	crosh.n	same	cross/crucifix, compatible
chrottag.n	crottag.n	same	curlew, exact stem match
chrou.n	chrow.n	same	u/w spelling variant of band
chrou.n	chrow.v	same	u/w spelling variant of band
chrou.n	crouw.n	unsure	competing bush/band readings
chrou.n	crow.v	distinct	chrou.n is yn chrou "the horse-shoe; the iron circle of a wheel" (noun, C-357), but crow.v is the verb crow "hover" (C-360, inflections crowagh/crowee match the id); horseshoe noun conflated with the hover verb. [cross-POS audit 2026-07-30]
chrout.n	crout.n	same	craftiness/fraud, exact stem
chroutid.n	croutys.n	same	deceit, suffix spelling variant
chrow.n	crow.v	distinct	chrow.n is 'yn chrow' = 'the bunch or bush of shrub growing on one stem' (C-359, lenition of crouw s.f.; a second yn chrow is variant of yn chrou 'the horse-shoe' C-357), but crow.v is the printed crow v. 'hover' (C-360); bush/horseshoe nouns and hover-verb are different lexemes. [cross-POS audit 2026-07-30]
chrow.v	crow.v	same	band, exact stem match
chroym.x	croym.a	distinct	chroym.x is the printed variant of chroymm v. "did stoop or bow", past of the verb croymm "bow, bend, stoop" (proper target croymm.v), while croym.a is the ADJECTIVE croym "stooped/bent" (cf. s'croym "how stooped or bent forward"), both C-361 but different entries. [cross-POS audit 2026-07-30]
chroymmey.v	croymmey.v	same	bow/crouch, exact stem match
chruinn.v	cruinn.v	same	circular/round, exact stem match
chruinnaghey.v	cruinnaghey.v	same	assemble, exact stem match
chruinnaght.v	cruinnaght.x	same	assembly, exact stem match
chruinney.n	cruinney.n	same	earth/globe, round theme
chruinnid.n	cruinnid.n	same	roundness, exact stem match
chruisht.n	cruishtin.x	same	pitcher, diminutive suffix variant
chryss.n	cryss.n	same	belt/girdle, exact stem match
chryss.v	cryss.n	distinct	chryss.v is chryss "did gird or bind with belt, tape, or girdle" (preterite of the separate cryss v. "gird" entry, id cryss.v), but cryss.n is the noun cryss "belt, tape, inkle, girdle" (s.f.); verb form attached to the noun entry. [cross-POS audit 2026-07-30]
chryssey.v	cryssey.v	same	belt/gird, exact stem match
chuir.x	chuirr.v	distinct	invited vs sowed net, r-doubling
chuir.x	cuir.x	same	invite, gloss matches directly
chuir.x	cuirr.v	distinct	invited vs disseminate, mismatch
chuirr.v	cuirr.v	same	sow/let down net, compatible
chuirrey.v	cuirrey.v	same	invite to feast, compatible
chuishlin.n	cuishlin.n	same	vein/reef, exact stem match
chullee.n	cullee.n	same	equipment, exact stem match
chullee.x	cullee.n	same	equipment, exact stem match
chullyr.n	cullyr.n	same	colour, exact stem match
chum.x	cumm.x	distinct	towards/for vs hold, different words [id rekeyed to the regenerated table 2026-07-31]
chummal.n	cummal.v	distinct	chummal.n is "yn chummal" s. "the holding or dwelling", the mutated NOUN cummal s. m. "a dwelling, a holding" (proper target cummal.n), while cummal.v is the verb entry "holding, dwelling, inhabiting" (C-390). [cross-POS audit 2026-07-30]
chummaltagh.n	cummaltagh.n	same	inhabitant, exact stem match
chummey.n	cummey.n	same	form/appearance, compatible
chumr.v	cumr.v	same	exact stem match, no counter-evidence
chumrail.v	cumrail.v	same	delay/detain, exact stem match
chur.v	cur.v	same	put/send, compatible
churmaghey.v	curmaghey.v	same	appoint/regulate, exact stem
churmal.v	curmal.x	same	appoint/enjoin, exact stem match
churnaght.n	curnaght.n	same	wheat, exact stem match
churragh.n	curragh.n	same	swamp, exact stem match
churrym.n	currym.n	same	appointment, exact stem match [id rekeyed to the regenerated table 2026-07-31]
chymn.v	chymnit.x	same	commend/will, root plus participle
chymn.v	symn.v	same	commend/summon root, s->h mutation
chymney.v	symney.v	same	commend/citation, compatible
chyms.v	chymsagh.a	same	gather root plus suffix
chyms.v	chymsagh.n	same	gather root plus suffix
chyms.v	chymsagh.v	same	gather root plus suffix
chyms.v	chymsaghey.x	same	gather verbal noun
chyms.v	chymsit.x	same	gathered, past participle
chymsagh.v	chymsee.x	same	gather, gloss overlap
chymsee.x	hyms.x	distinct	gather vs to-me, unrelated
chyrm.v	chyrmee.a	same	dry root plus future suffix
chyrmee.x	hyrmagh.v	same	dry-related, thematic link
clagh.v	claghagh.a	same	stone/stony adj
clagh.v	claghey.v	same	stone/stone-throwing
cleaiee.v	cleiee.a	distinct	cleaiee.v is the verb "harrow" (C-145), while cleiee.a is cleiee a. d. "of hedge or hedges", the genitive of cleigh "hedge" (C-153); the note's gloss-glue is a spurious spelling collision. [cross-POS audit 2026-07-30]
cleaiee.v	cleiee.n	distinct	cleaiee.v is the verb 'harrow' (C-145, variant cleiee), but cleiee.n is the printed cleiee s. pl. 'hedges' (C-153); harrow-verb and hedges-noun are different lexemes. [cross-POS audit 2026-07-30]
cleayn.n	cleaynee.a	same	entice, root plus suffix
cleayn.v	cleaynee.a	same	entice, root plus suffix
cleayn.v	cleaynit.x	same	enticed/coaxed, participle
cleayn.v	ghleayn.v	distinct	entice vs glen, g/c mismatch
cleigh.n	cleiy.n	same	hedge/dig, noun-verb pair [id rekeyed to the regenerated table 2026-07-31]
cleragh.n	cleree.a	same	cleree is plural of cleragh, clerk(s)
cliaght.v	cliaghtit.x	same	cliaghtit is participle of cliaght, practise
clo.v	cloit.x	same	Cregeen: both mean chase, chasing
coad.v	coadee.a	same	coad=protect/defend, coadee same family
coad.v	coadit.x	same	coadit=protected, same protect family
coadeyder.n	fer-choadee.n	same	Cregeen lists both as one entry: protector
coadeyder.n	fer-choadee.n	same	Cregeen lists both as one entry: protector [id rekeyed to the regenerated table 2026-07-31]
coair.x	coayr.a	distinct	coair.x is coair adv. "near, nigh" (C-184), while coayr.a is coayr a. "odd" (C-193, Num. iii. 48), whose printed variant spelling coair belongs to "odd", not "near". [cross-POS audit 2026-07-30]
coair.x	goayr.n	distinct	goair is genitive of goayr, goat
coard.v	coardail.n	same	agree/accord, same root
coard.v	coardail.v	same	agree/accord, same root
combaas.v	combaase.n	same	compass family, same Cregeen entry
conaant.v	conaantagh.n	same	covenant/covenanter, same root
condaig.n	condaigagh.a	same	contrary/stubborn, same root
connaasagh.a	connysson.x	same	same Cregeen entry: taunting, scoffing
connaasagh.n	connysson.x	same	same Cregeen entry: taunting, scoffing
coo.n	goo.n	distinct	dog vs word; goo separate headword
coodagh.n	coodee.x	distinct	coodagh.n is the noun coodagh "a covering" (s.m., C-232), but coodee.x is the printed cha goodee entry, variant of cha good "not cover" (negative of the verb cood "cover", C-232); a verb form of 'cover' attached to the noun 'a covering'. [cross-POS audit 2026-07-30]
coodee.x	coodit.x	same	cover family, verb+participle
cooin.v	cooinit.x	same	remember/recollect family per Cregeen linkage
cooinaght.n	cooinaghtyn.v	same	memory/remember, same Cregeen entry
cooinaght.x	cooinaghtyn.v	same	memory/remember, same Cregeen entry
cooinaghyn.n	cooiney.n	same	coin family, same Cregeen entry
cooish.n	gooish.x	distinct	cooish s.f. 'a cause, case, affair' (C-242), but gooish.x is "ny 'gooish" p.p. 'without him or it' (F-83, an elided form of fegooish 'without'), not a nyn-eclipsis of cooish; noun 'affair' and prepositional pronoun 'without him' are different lexemes. [cross-POS audit 2026-07-30]
coon.v	coonee.a	distinct	coon=narrow vs coonee=helpful, homograph split
coon.v	goon.n	distinct	narrow vs frock/gown, unrelated
coonlagh.n	goonlagh.v	distinct	coonlagh.n is s. f. "straw" (C-247, whose real eclipsed form "nyn goonlagh" already feeds it), while goonlagh.v is the separate entry goonlagh v. "abluting washing" (family O-68, the g-prefixed form of oonlaghey "wash"). [cross-POS audit 2026-07-30]
coonr.v	coonrey.n	same	barter/exchange, same root
coonr.v	coonrey.x	same	barter/exchange, same root
coont.v	coontee.a	same	count/reckon, same root
coont.v	coontit.x	same	count/reckon, verb+participle
corrag.n	currag.n	same	same Cregeen entry: bundle of osiers [id rekeyed to the regenerated table 2026-07-31]
cosh.x	gosh.n	distinct	foot vs separate gosh (call to geese)
cosn.v	cosnee.a	same	gain/earn family
cosn.v	cosney.n	same	gain/earn family
cosn.v	cosney.v	same	gain/earn family
cosn.v	gosnagh.v	distinct	gained vs gosnagh=sighing, separate word
cosoyl.v	cosoylaghey.v	same	compare/liken, same root
cost.v	costal.a	same	cost family, same root
cost.v	costal.v	same	cost family, same root
cowr.v	cowree.a	same	mark/signify family, shared paradigm
cowr.v	cowree.n	same	mark/signify family, shared paradigm
coyrl.v	coyrlee.a	same	advise/counsel, same root
craa.v	crie.v	same	Cregeen: both used for shake
crackan.n	craitnyn.n	same	skin/peel, singular+plural
craideyder.n	craidoilagh.a	same	same Cregeen entry: mocker, scoffer
crank.v	crankal.v	same	knock/tap family
crapl.v	craplagh.a	same	wrinkle family, same root
cray.v	crayee.a	same	clay family, same root
crea.n	creagh.n	distinct	creed/tenet vs furrow/stack
cred.v	creid.x	same	believe/credit, same Cregeen entry
cred.v	gred.x	distinct	believe vs gred=parch/roast (heat)
cred.v	kred.n	distinct	believe vs kred=grunt/hem
credit.x	creid.x	same	believe/credit family
creear.v	creearey.v	same	sift/sieve family
creid.x	gred.x	distinct	believe vs gred=parch/roast (heat)
crink.n	krink.n	distinct	hills vs knight (loanword)
croan.n	cron.n	distinct	cron here is scar sense, not mast
croo.v	groo.n	distinct	create vs groo=curd/cheese
croobagh.n	s'croobee.a	same	same entry: lame animal, comparative
croutagh.a	s'croutee.x	same	same entry: crafty, comparative
crouw.n	grouw.a	distinct	bunch vs grouw=gloomy/sulky
croym.x	croymm.v	same	same Cregeen entry: bow, bend, stoop
cuirraghyn.n	cuirrey.n	same	invitation family, shared entry
cuirrit.x	cuirt.x	same	Cregeen cross-lists both senses
cum.x	cummee.a	distinct	cum.x is cum/cumm v. 'hold, keep, retain, sustain' (C-390), but cummee.a spans two printed a.d. entries, 'of holding' (C-390) and 'of form or shape' (C-393, from cummey 'shape'), so the blanket merge conflates the shape lexeme with the hold verb. [cross-POS audit 2026-07-30]
cur.v	hug.v	same	give verb + suppletive past tense
cur.v	hug.x	distinct	hug.x is Cregeen's preposition ("pre. to. This word is used instead of gys"), not the verb; UD attests it 13/150
curm.n	currym.n	same	same entry: charge/duty
curm.x	curmagh.a	same	enjoin/charge family
daa.a	ghaa.n	same	two; ghaa is possessive mutation
daaney.a	daney.a	same	same entry: bold, daring
daill.n	faill.v	distinct	credit/trust vs employment/wages, no mutation link
dall.v	gall.n	distinct	blind-related vs gall=bile, no d/g mutation
dauns.v	daunse.n	same	dance family
dauns.v	daunse.n	same	dance family [id rekeyed to the regenerated table 2026-07-31]
dauns.v	daunsin.v	same	dance family
deam.v	eam.v	same	deam='did cry out', matches call/cry
deayrt.v	deayrtee.a	same	pour/spill family
dell.n	gell.x	distinct	deal/business vs gell (cross-ref geill)
dell.v	gell.x	distinct	deal/business vs gell (cross-ref geill)
derr.v	gherr.v	distinct	derr='wilt thou give' vs crowed
dew.n	dow.n	same	Cregeen cross-refs dew as plural of dow
dew.n	gew.n	distinct	oxen vs gew=severe pain
deyr.v	deyree.a	distinct	deyr=dear/costly vs deyree=condemn family
dhoan.a	doyn.x	same	Cregeen: doyn is former spelling of dhoan [id rekeyed to the regenerated table 2026-07-31]
doaltattym.a	doaltattymagh.x	same	sudden/suddenly, same entry
dob.v	ghob.n	distinct	refused vs ghob=mutated gob (mouth)
dob.v	gob.n	distinct	refused vs gob=beak/mouth
doghanagh.n	s'doghanee.a	same	same entry: disordered/ill, comparative
doll.v	foll.v	distinct	game net/go vs scythe, unrelated senses
doll.v	gholl.v	same	both carry the 'go' sense
doll.v	goll.v	same	both carry the 'go' sense
doo.a	ghoo.n	distinct	doo.a is 'black, dark' (D-62), but ghoo.n is 'e ghoo' his word, his fame (G-121, lenited goo 'word'); the black lexeme's lenited entry is ghoo v. 'did blacken', not this noun. [cross-POS audit 2026-07-30]
doo.a	goo.n	distinct	goo.n is purely word/voice, no black
doo.v	dooin.v	distinct	black/place-name vs dooin=pronoun 'to us'
doo.v	dooin.x	distinct	black/place-name vs dooin=pronoun 'to us'
doo.v	dooys.x	distinct	dooys (D-1) is 'give me, or give to me. The em. of dou' - the emphatic prepositional pronoun 'to me' - while doo.v is the verb 'blacken, darken' (D-62) whose future dooys merely collides; the note's 'place-name compounds' is fiction. [cross-POS audit 2026-07-30]
doo.v	ghoo.n	distinct	doo.v is the verb doo "blacken, darken" (D-62, preterite ghoo "did blacken"), but ghoo.n is e ghoo "his word, his fame" (lenited goo 'word', family G-121); blacken verb conflated with the word noun. [cross-POS audit 2026-07-30]
doo.v	goo.n	distinct	goo.n is purely word/voice, no black
doobl.v	dooble.a	same	double, same root
dooisht.v	dooishtagh.a	same	awake/vigilant, same entry
doosht.v	dooshtey.n	same	awaken/wake, same root
dorchagh.n	torchee.x	same	torment family, nyn-mutation d/t
dorraghys.n	dorrid.x	same	same entry: darkness
dow.n	ghow.v	distinct	ox vs ghow='took' (mutated gow)
dow.n	gow.v	distinct	ox vs gow=take/go verb
drease.x	ghrease.n	distinct	rest/pause vs ghrease=industry (greas)
dreeym.x	ghreeym.n	same	back; ghreeym='his back'
dreighyn.n	ghreighyn.n	distinct	wretches/slaves vs ghreighyn='his tools'
drein.n	grein.x	distinct	wren (bird) vs grein=encourage
driagh.n	driaght.v	same	same Cregeen entry: chain
driaght.n	ghriaght.n	same	ghriaght includes 'his chain' sense
driaght.n	griaght.n	distinct	chain vs griaght=drove/herd
driaght.x	ghriaght.n	distinct	driaght is 'chain' (D-95: driaght v. 'chain', driagh/driaght s., with e ghriaght 'his chain' feeding driaght.n); ghriaght.n keys the G-section e ghriaght 'his group, or drove' (G-156, lenited griaght 'drove') - chain vs drove. [cross-POS audit 2026-07-30]
driaght.x	griaght.n	distinct	chain vs griaght=drove/herd
drine.n	ghrine.n	same	ghrine includes 'his thorn tree'
drine.n	grine.n	distinct	thorn vs grine=grain/cereal
drogh-yannoo.n	drogh-yantys.x	same	same entry: evil doings
druight.n	ghruight.n	same	ghruight includes 'of dew' sense
druight.n	gruight.n	same	Cregeen: gruight='or druight'
druight.n	gruight.n	same	Cregeen: gruight='or druight' [id rekeyed to the regenerated table 2026-07-31]
drunt.n	ghrunt.n	same	ghrunt includes 'his gum' sense
drunt.n	grunt.n	distinct	gum vs grunt=ground/bottom
fegooish.x	n'egooish.x	same	egooish paradigm: without thee/him (rekeyed from dt'-egooish.x, particle-field regeneration)
duillag.n	ghuillag.n	same	ghuillag includes 'his leaf' sense
duillag.n	guillag.n	distinct	leaf/page vs guillag=leech
e-2	eh.x	distinct	possessive vs personal pronoun, separate headwords
e-2	feh.n	distinct	possessive pronoun vs feh=sinew
eabb.v	eabbey.v	same	attempt/effort family
eadagh.v	eadee.x	same	jealous family, same root
eagh.n	feagh.a	distinct	horse vs calm/at rest
eaisht.v	eaishtagh.a	same	listen/hearken, same entry
eaisht.v	n'eaisht.v	same	n'eaisht is negative-mutated eaisht
eaishtagh.a	n'eaisht.v	same	n'eaisht is negative-mutated eaisht family
eam.v	n'eam.v	same	n'eam is negative-mutated eam, cry
eamaghey.v	n'eamaghey.v	same	n'eamaghey is perfect form of eamaghey
eanish.n	feanish.n	distinct	eanish=audience sense vs feanish=witness
eannee.a	eaynnee.a	same	same entry: precipice/cliff
earrooagh.a	n'earroo.v	same	number/count family
eayn.n	feayn.a	distinct	lamb vs expansive/wide
eayst.a	teayst.n	distinct	moon vs dough/pastry
edd.n	idd.a	same	idd is plural of edd (hat/nest)
edd.n	idd.n	same	idd is plural of edd (hat/nest)
ee.v	eem.n	distinct	eat vs eem=butter, separate noun
ee.v	eeym.n	distinct	eat vs eeym=butter, separate noun
ee.v	fee.v	distinct	eat vs fee=weave/braid
ee.v	n'ee.v	same	n'ee is negative-mutated ee, eat
ee.x	fee.v	distinct	eat vs fee=weave/braid
eean.n	jeean.a	distinct	chick/fowl vs jeean=ardent/zealous
eean.n	yeean.n	same	dict: yeean is eean written with y
eeass.v	eeassee.a	same	same lend/borrow verb paradigm
eeast.v	eeastagh.v	same	eeastagh is verbal noun of eeast fish
eebyrt.v	n'eebyrt.v	same	n'eebyrt is eclipsis of eebyrt
eeck.v	n'eeck.v	same	n'eeck negates eeck pay, forms match
eeit.x	feeit.x	distinct	eaten (ee) vs woven (fee), different roots
eek.v	n'eek.v	same	eekee inflects eek rick verb; n'eek negates it
